,_id,name,category_code,number_of_employees,founded_year,city,location,latitude,longitude,total_money_raised ($k)
15794,"{""$oid"": ""52cdef7e4bab8bd67529bb39""}",Archer Technologies,enterprise,,,Overland Park,"{'type': 'Point', 'coordinates': [-94.668475, 38.889583]}",38.889583,-94.668475,0.0
15795,"{""$oid"": ""52cdef7e4bab8bd67529bb3e""}",lookbook,web,,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15796,"{""$oid"": ""52cdef7e4bab8bd67529bb3f""}",Softarex,software,,2007.0,Limassol,,Invalid lat long,Invalid lat long,0.0
15797,"{""$oid"": ""52cdef7e4bab8bd67529bb3b""}",Dating Site Builder,network_hosting,10.0,2005.0,Bay Area,,Invalid lat long,Invalid lat long,0.0
15798,"{""$oid"": ""52cdef7e4bab8bd67529bb40""}",Entegris,semiconductor,1700.0,1966.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15799,"{""$oid"": ""52cdef7e4bab8bd67529bb41""}",Bank of Ireland,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15800,"{""$oid"": ""52cdef7e4bab8bd67529bb43""}",Multiwave Photonics,network_hosting,,,Maia,"{'type': 'Point', 'coordinates': [-8.6445243, 41.2571688]}",41.2571688,-8.6445243,7720.0
15801,"{""$oid"": ""52cdef7e4bab8bd67529bb45""}",Creative Asylum,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15802,"{""$oid"": ""52cdef7e4bab8bd67529bb46""}",Ginipic,search,3.0,2008.0,Tel Aviv,,Invalid lat long,Invalid lat long,0.0
15803,"{""$oid"": ""52cdef7e4bab8bd67529bb47""}",tweetree,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15804,"{""$oid"": ""52cdef7e4bab8bd67529bb44""}",Canopy Financial,finance,100.0,2004.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.392148, 37.791388]}",37.791388,-122.392148,89500.0
15805,"{""$oid"": ""52cdef7e4bab8bd67529bb4a""}",Question Technologies,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15806,"{""$oid"": ""52cdef7e4bab8bd67529bb49""}",SellingBin,hardware,5.0,,Boca Raton,"{'type': 'Point', 'coordinates': [-80.203646, 26.3740217]}",26.3740217,-80.203646,0.0
15807,"{""$oid"": ""52cdef7e4bab8bd67529bb48""}",Twitoaster,web,,2009.0,Paris,,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,Woburn,"{'type': 'Point', 'coordinates': [-71.1253375, 42.499146]}",42.499146,-71.1253375,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,New York,,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,Los Angeles,,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,Houston,,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,"Dallas,",,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,Chicago,,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,Phoenix,,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,"San Francisco, CA",,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,San Diego,,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,Miami,,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,Las Vegas,,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,Philadelphia,,Invalid lat long,Invalid lat long,0.0
15808,"{""$oid"": ""52cdef7e4bab8bd67529bb42""}",Daimer Industries,cleantech,500.0,1974.0,Denver,,Invalid lat long,Invalid lat long,0.0
15809,"{""$oid"": ""52cdef7e4bab8bd67529bb4b""}",Ventix,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15810,"{""$oid"": ""52cdef7e4bab8bd67529bb4c""}",DataBeam,,,1976.0,Lexington,,Invalid lat long,Invalid lat long,0.0
15811,"{""$oid"": ""52cdef7e4bab8bd67529bb4d""}",Easel,web,,2012.0,NoCity,,Invalid lat long,Invalid lat long,0.0
15812,"{""$oid"": ""52cdef7e4bab8bd67529bb4f""}",Air Ninja,,20.0,2004.0,NoCity,,Invalid lat long,Invalid lat long,0.0
15813,"{""$oid"": ""52cdef7e4bab8bd67529bb4e""}",Ava Living,,,,Long Beach,,Invalid lat long,Invalid lat long,0.0
15814,"{""$oid"": ""52cdef7e4bab8bd67529bb50""}",Optifly,web,5.0,,St Louis,"{'type': 'Point', 'coordinates': [-90.195631, 38.631232]}",38.631232,-90.195631,0.0
15815,"{""$oid"": ""52cdef7e4bab8bd67529bb52""}",BillMyParents,ecommerce,10.0,,San Diego,"{'type': 'Point', 'coordinates': [-117.200492, 32.901317]}",32.901317,-117.200492,3400.0
15816,"{""$oid"": ""52cdef7e4bab8bd67529bb53""}",V-Goat,web,3.0,2009.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15817,"{""$oid"": ""52cdef7e4bab8bd67529bb51""}",Pixorial,web,12.0,2007.0,Englewood,"{'type': 'Point', 'coordinates': [-104.879674, 39.577565]}",39.577565,-104.879674,0.0
15818,"{""$oid"": ""52cdef7e4bab8bd67529bb57""}",Royal Canin,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15819,"{""$oid"": ""52cdef7e4bab8bd67529bb55""}",The Life of Luxury,web,3.0,2007.0,NoCity,,Invalid lat long,Invalid lat long,0.0
15820,"{""$oid"": ""52cdef7e4bab8bd67529bb58""}",Evialis,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15821,"{""$oid"": ""52cdef7e4bab8bd67529bb56""}",XHTML Fresh,web,4.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15822,"{""$oid"": ""52cdef7e4bab8bd67529bb59""}",Besfoods Unilever,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15823,"{""$oid"": ""52cdef7e4bab8bd67529bb5a""}",RavenPack,software,20.0,1999.0,New York,"{'type': 'Point', 'coordinates': [-73.978887, 40.751293]}",40.751293,-73.978887,0.0
15823,"{""$oid"": ""52cdef7e4bab8bd67529bb5a""}",RavenPack,software,20.0,1999.0,Marbella,,Invalid lat long,Invalid lat long,0.0
15824,"{""$oid"": ""52cdef7e4bab8bd67529bb5b""}",YellowProjects,software,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15825,"{""$oid"": ""52cdef7e4bab8bd67529bb54""}",Tellme,mobile,,1999.0,Mountain View,"{'type': 'Point', 'coordinates': [-122.084505, 37.396062]}",37.396062,-122.084505,6000.0
15826,"{""$oid"": ""52cdef7e4bab8bd67529bb5e""}",Beautiful People Society,web,2.0,2009.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15827,"{""$oid"": ""52cdef7e4bab8bd67529bb5d""}",AppNinjas,mobile,1.0,2009.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}",37.7983181,-122.4000032,0.0
15828,"{""$oid"": ""52cdef7e4bab8bd67529bb5f""}",FanFeedr,web,5.0,2008.0,NEW YORK,"{'type': 'Point', 'coordinates': [-73.9928423, 40.7395876]}",40.7395876,-73.9928423,0.0
15829,"{""$oid"": ""52cdef7e4bab8bd67529bb61""}",Three Rivers Consulting,software,2.0,1992.0,Merlin,"{'type': 'Point', 'coordinates': [-123.5264709, 42.5778639]}",42.5778639,-123.5264709,0.0
15830,"{""$oid"": ""52cdef7e4bab8bd67529bb63""}",SofaWare,software,,1999.0,Ramat-Gan,,Invalid lat long,Invalid lat long,0.0
15831,"{""$oid"": ""52cdef7e4bab8bd67529bb65""}",Carbonon Tech,games_video,15.0,2005.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15832,"{""$oid"": ""52cdef7e4bab8bd67529bb64""}",Senscient,manufacturing,,2004.0,League City,"{'type': 'Point', 'coordinates': [-95.064003, 29.5399005]}",29.5399005,-95.064003,5600.0
15833,"{""$oid"": ""52cdef7e4bab8bd67529bb69""}",Netbooknews,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15834,"{""$oid"": ""52cdef7e4bab8bd67529bb6a""}",Techcase,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15835,"{""$oid"": ""52cdef7e4bab8bd67529bb68""}",quimica_visual,web,2.0,2007.0,Barcelona,"{'type': 'Point', 'coordinates': [2.1560753, 41.3723033]}",41.3723033,2.1560753,0.0
15836,"{""$oid"": ""52cdef7e4bab8bd67529bb66""}",Elanti Systems,software,,2007.0,Somerset,"{'type': 'Point', 'coordinates': [-74.521435, 40.535316]}",40.535316,-74.521435,5500.0
15837,"{""$oid"": ""52cdef7e4bab8bd67529bb62""}",Zetta,enterprise,,2007.0,Sunnyvale,"{'type': 'Point', 'coordinates': [-122.016499, 37.414407]}",37.414407,-122.016499,42200.0
15838,"{""$oid"": ""52cdef7e4bab8bd67529bb60""}",Tigo Energy,cleantech,,2007.0,Los Gatos,"{'type': 'Point', 'coordinates': [-121.9594672, 37.2612396]}",37.2612396,-121.9594672,79800.0
15839,"{""$oid"": ""52cdef7e4bab8bd67529bb67""}",Lending Stream,web,100.0,2008.0,Edgware,,Invalid lat long,Invalid lat long,0.0
15840,"{""$oid"": ""52cdef7e4bab8bd67529bb6b""}",Wetoku,public_relations,4.0,2009.0,Seoul,"{'type': 'Point', 'coordinates': [127.0373502, 37.5009759]}",37.5009759,127.0373502,0.0
15841,"{""$oid"": ""52cdef7e4bab8bd67529bb6c""}",OOiZiT,games_video,12.0,2007.0,Nottingham,,Invalid lat long,Invalid lat long,0.0
15842,"{""$oid"": ""52cdef7e4bab8bd67529bb6f""}",Silicon Line,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15843,"{""$oid"": ""52cdef7e4bab8bd67529bb5c""}",Digital Equipment Corporation,,140000.0,1957.0,Maynard,,Invalid lat long,Invalid lat long,0.0
15844,"{""$oid"": ""52cdef7e4bab8bd67529bb70""}",Wi-Chi,semiconductor,,2008.0,Tualatin,"{'type': 'Point', 'coordinates': [-122.7569561, 45.3774456]}",45.3774456,-122.7569561,7000.0
15845,"{""$oid"": ""52cdef7e4bab8bd67529bb75""}",Robb Report,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15846,"{""$oid"": ""52cdef7e4bab8bd67529bb77""}",Barcelona Web Design,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15847,"{""$oid"": ""52cdef7e4bab8bd67529bb6d""}",InSite Wireless,mobile,,2000.0,Alexandria,"{'type': 'Point', 'coordinates': [-77.041818, 38.807106]}",38.807106,-77.041818,26000.0
15848,"{""$oid"": ""52cdef7e4bab8bd67529bb6e""}",MaxLinear,semiconductor,,,Carlsbad,,Invalid lat long,Invalid lat long,20000.0
15849,"{""$oid"": ""52cdef7e4bab8bd67529bb71""}",AppAssure Software,software,,,Reston,"{'type': 'Point', 'coordinates': [-77.335587, 38.953083]}",38.953083,-77.335587,6000.0
15850,"{""$oid"": ""52cdef7e4bab8bd67529bb76""}",JamesList,ecommerce,5.0,2008.0,Stockholm,"{'type': 'Point', 'coordinates': [18.0813105, 59.3334808]}",59.3334808,18.0813105,0.0
15850,"{""$oid"": ""52cdef7e4bab8bd67529bb76""}",JamesList,ecommerce,5.0,2008.0,Marbella,"{'type': 'Point', 'coordinates': [-4.8863523, 36.5099367]}",36.5099367,-4.8863523,0.0
15851,"{""$oid"": ""52cdef7e4bab8bd67529bb72""}",Acme Scale Systems,enterprise,100.0,1909.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15852,"{""$oid"": ""52cdef7e4bab8bd67529bb7c""}",Rich Dad Poor Dad,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15853,"{""$oid"": ""52cdef7e4bab8bd67529bb73""}",Neuro SEO Services,search,35.0,2004.0,New Delhi,,Invalid lat long,Invalid lat long,0.0
15854,"{""$oid"": ""52cdef7e4bab8bd67529bb79""}",Luxury Rentals Miami Beach,other,3.0,,Miami Beach,"{'type': 'Point', 'coordinates': [-80.1435368, 25.7872228]}",25.7872228,-80.1435368,0.0
15855,"{""$oid"": ""52cdef7e4bab8bd67529bb74""}",YachtWorld,advertising,30.0,,Fareham,,Invalid lat long,Invalid lat long,0.0
15856,"{""$oid"": ""52cdef7e4bab8bd67529bb78""}",JustProto,software,11.0,2009.0,Gdynia,"{'type': 'Point', 'coordinates': [18.5416342, 54.520135]}",54.520135,18.5416342,0.0
15857,"{""$oid"": ""52cdef7e4bab8bd67529bb7b""}",NavDog,software,5.0,2006.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15858,"{""$oid"": ""52cdef7e4bab8bd67529bb7a""}",Miami Web Design,consulting,5.0,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15859,"{""$oid"": ""52cdef7e4bab8bd67529bb7d""}",BetterTrades,web,300.0,2001.0,Norcross,"{'type': 'Point', 'coordinates': [-84.134047, 33.939181]}",33.939181,-84.134047,0.0
15860,"{""$oid"": ""52cdef7e4bab8bd67529bb7e""}",theclozing,web,2.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15861,"{""$oid"": ""52cdef7e4bab8bd67529bb80""}",Book4Time,software,,2004.0,Richmond Hill,,Invalid lat long,Invalid lat long,0.0
15862,"{""$oid"": ""52cdef7e4bab8bd67529bb7f""}",World on a Hanger,software,3.0,2008.0,London,,Invalid lat long,Invalid lat long,0.0
15863,"{""$oid"": ""52cdef7e4bab8bd67529bb81""}",NecesCity,web,4.0,2008.0,Hong Kong,"{'type': 'Point', 'coordinates': [114.150564, 22.334148]}",22.334148,114.150564,0.0
15864,"{""$oid"": ""52cdef7e4bab8bd67529bb82""}",Redfern Integrated Optics,cleantech,,2005.0,Santa Clara,"{'type': 'Point', 'coordinates': [-121.9823779, 37.380364]}",37.380364,-121.9823779,25900.0
15865,"{""$oid"": ""52cdef7e4bab8bd67529bb85""}",SatNav Technologies,mobile,100.0,2004.0,Hyderabad,,Invalid lat long,Invalid lat long,7000.0
15866,"{""$oid"": ""52cdef7e4bab8bd67529bb84""}",Electronics for Imaging,,,,Foster City,,Invalid lat long,Invalid lat long,0.0
15867,"{""$oid"": ""52cdef7e4bab8bd67529bb86""}",Rhapso,software,56.0,2000.0,Palaiseau,"{'type': 'Point', 'coordinates': [2.2639015, 48.7191043]}",48.7191043,2.2639015,11000.0
15868,"{""$oid"": ""52cdef7e4bab8bd67529bb88""}",Emerson Climate Technologies,other,,,Sidney,,Invalid lat long,Invalid lat long,0.0
15869,"{""$oid"": ""52cdef7e4bab8bd67529bb89""}",Kettering University,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15870,"{""$oid"": ""52cdef7e4bab8bd67529bb8b""}",ViewmyAct,network_hosting,1.0,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15871,"{""$oid"": ""52cdef7e4bab8bd67529bb83""}",DoubleVerify,advertising,,2008.0,New York,"{'type': 'Point', 'coordinates': [-73.9451011, 40.6454932]}",40.6454932,-73.9451011,49500.0
15872,"{""$oid"": ""52cdef7e4bab8bd67529bb8c""}",ConsultantForce,public_relations,,2009.0,Centennial,"{'type': 'Point', 'coordinates': [-104.803213, 39.59659]}",39.59659,-104.803213,0.0
15873,"{""$oid"": ""52cdef7e4bab8bd67529bb8d""}",ContinuumGlobal,other,100.0,2003.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.3942549, 37.7824672]}",37.7824672,-122.3942549,0.0
15873,"{""$oid"": ""52cdef7e4bab8bd67529bb8d""}",ContinuumGlobal,other,100.0,2003.0,Chandigarh,"{'type': 'Point', 'coordinates': [76.7794179, 30.7333148]}",30.7333148,76.7794179,0.0
15874,"{""$oid"": ""52cdef7e4bab8bd67529bb8f""}",TwitPub,web,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15875,"{""$oid"": ""52cdef7e4bab8bd67529bb8e""}",Soffront,software,100.0,1992.0,Fremont,"{'type': 'Point', 'coordinates': [-121.9350157, 37.4997846]}",37.4997846,-121.9350157,0.0
15876,"{""$oid"": ""52cdef7e4bab8bd67529bb94""}",InvestorsHub,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15877,"{""$oid"": ""52cdef7e4bab8bd67529bb91""}",Weopia,web,5.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15878,"{""$oid"": ""52cdef7e4bab8bd67529bb90""}",Fuelhaus Strategic Design,web,10.0,1994.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15879,"{""$oid"": ""52cdef7e4bab8bd67529bb8a""}",Illumitex,hardware,,2005.0,Austin,"{'type': 'Point', 'coordinates': [-97.838813, 30.239294]}",30.239294,-97.838813,54400.0
15880,"{""$oid"": ""52cdef7e4bab8bd67529bb92""}",HitYotta,advertising,5.0,2009.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15881,"{""$oid"": ""52cdef7e4bab8bd67529bb93""}",Silicon Investor,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15882,"{""$oid"": ""52cdef7e4bab8bd67529bb95""}",Agency Browser,advertising,,2008.0,St Helens Park,"{'type': 'Point', 'coordinates': [150.804956, -34.103392]}",-34.103392,150.804956,0.0
15883,"{""$oid"": ""52cdef7e4bab8bd67529bb96""}",Fan,consulting,10.0,2009.0,Mar del Plata,"{'type': 'Point', 'coordinates': [-57.5538238, -37.9924155]}",-37.9924155,-57.5538238,0.0
15884,"{""$oid"": ""52cdef7e4bab8bd67529bb87""}",Millennial Media,advertising,137.0,2006.0,Baltimore,"{'type': 'Point', 'coordinates': [-76.581864, 39.281734]}",39.281734,-76.581864,240000.0
15885,"{""$oid"": ""52cdef7e4bab8bd67529bb98""}",Ariane Systems,software,,,NoCity,"{'type': 'Point', 'coordinates': [4.0001982, 46.4922287]}",46.4922287,4.0001982,7580.0
15886,"{""$oid"": ""52cdef7e4bab8bd67529bb9b""}",Softechstratgegies,ecommerce,,2002.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15887,"{""$oid"": ""52cdef7e4bab8bd67529bb9a""}",iMove,hardware,,1995.0,Portland,"{'type': 'Point', 'coordinates': [-122.688602, 45.533544]}",45.533544,-122.688602,5720.0
15888,"{""$oid"": ""52cdef7e4bab8bd67529bb99""}",BuduWare Machines,network_hosting,10.0,2007.0,East Elmhurst,"{'type': 'Point', 'coordinates': [-73.8713099, 40.7638764]}",40.7638764,-73.8713099,0.0
15889,"{""$oid"": ""52cdef7e4bab8bd67529bb97""}",Charles River Analytics,,,1983.0,Cambridge,,Invalid lat long,Invalid lat long,0.0
15890,"{""$oid"": ""52cdef7e4bab8bd67529bb9c""}",Marketcetera,software,,2006.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.4008487, 37.788864]}",37.788864,-122.4008487,4000.0
15891,"{""$oid"": ""52cdef7e4bab8bd67529bb9f""}",Simparel,software,,,New York,"{'type': 'Point', 'coordinates': [-73.985833, 40.750823]}",40.750823,-73.985833,5000.0
15892,"{""$oid"": ""52cdef7e4bab8bd67529bb9e""}",TranSiC,cleantech,,,Kista,,Invalid lat long,Invalid lat long,565.0
15893,"{""$oid"": ""52cdef7e4bab8bd67529bba0""}",USourceIT,consulting,,,Cerritos,"{'type': 'Point', 'coordinates': [-118.100292, 33.874492]}",33.874492,-118.100292,0.0
15893,"{""$oid"": ""52cdef7e4bab8bd67529bba0""}",USourceIT,consulting,,,"Gurgaon, Haryana",,Invalid lat long,Invalid lat long,0.0
15894,"{""$oid"": ""52cdef7e4bab8bd67529bba1""}",ToolzDO,web,1.0,2009.0,Coconut Creek,"{'type': 'Point', 'coordinates': [-80.186473, 26.280346]}",26.280346,-80.186473,0.0
15895,"{""$oid"": ""52cdef7e4bab8bd67529bb9d""}",Veeva,software,510.0,2007.0,Pleasanton,"{'type': 'Point', 'coordinates': [-121.900722, 37.69249]}",37.69249,-121.900722,4000.0
15895,"{""$oid"": ""52cdef7e4bab8bd67529bb9d""}",Veeva,software,510.0,2007.0,Barcelona,,Invalid lat long,Invalid lat long,4000.0
15895,"{""$oid"": ""52cdef7e4bab8bd67529bb9d""}",Veeva,software,510.0,2007.0,Jing An District Shang Hai,,Invalid lat long,Invalid lat long,4000.0
15895,"{""$oid"": ""52cdef7e4bab8bd67529bb9d""}",Veeva,software,510.0,2007.0,"Chiyodaku, Tokyo",,Invalid lat long,Invalid lat long,4000.0
15896,"{""$oid"": ""52cdef7e4bab8bd67529bba3""}",FutureConcept,software,2.0,2006.0,Ry,,Invalid lat long,Invalid lat long,0.0
15897,"{""$oid"": ""52cdef7e4bab8bd67529bba2""}",Asteres,biotech,,2003.0,San Diego,"{'type': 'Point', 'coordinates': [-117.176096, 32.88791]}",32.88791,-117.176096,8000.0
15898,"{""$oid"": ""52cdef7e4bab8bd67529bba5""}",Polleverywhere,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15899,"{""$oid"": ""52cdef7e4bab8bd67529bba4""}",FanBridge,games_video,,2006.0,New York,,Invalid lat long,Invalid lat long,2350.0
15899,"{""$oid"": ""52cdef7e4bab8bd67529bba4""}",FanBridge,games_video,,2006.0,San Francisco,,Invalid lat long,Invalid lat long,2350.0
15900,"{""$oid"": ""52cdef7e4bab8bd67529bba8""}",Virgin Play,games_video,,1995.0,Madrid,"{'type': 'Point', 'coordinates': [-3.6895115, 40.4273082]}",40.4273082,-3.6895115,3860.0
15901,"{""$oid"": ""52cdef7e4bab8bd67529bba6""}",Lightning Gaming,games_video,,2004.0,Boothwyn,"{'type': 'Point', 'coordinates': [-75.4784988, 39.8728373]}",39.8728373,-75.4784988,4000.0
15902,"{""$oid"": ""52cdef7e4bab8bd67529bba7""}",Aria Networks,software,35.0,2005.0,Chippenham,"{'type': 'Point', 'coordinates': [-2.1334555, 51.4515283]}",51.4515283,-2.1334555,9050.0
15903,"{""$oid"": ""52cdef7e4bab8bd67529bba9""}",TopChalks,software,,,Santa Clara,"{'type': 'Point', 'coordinates': [-121.978821, 37.398476]}",37.398476,-121.978821,3800.0
15903,"{""$oid"": ""52cdef7e4bab8bd67529bba9""}",TopChalks,software,,,Haryana,"{'type': 'Point', 'coordinates': [77.0441855, 28.524582]}",28.524582,77.0441855,3800.0
15903,"{""$oid"": ""52cdef7e4bab8bd67529bba9""}",TopChalks,software,,,Haryana,,Invalid lat long,Invalid lat long,3800.0
15904,"{""$oid"": ""52cdef7e4bab8bd67529bbab""}",Sigasi,hardware,5.0,2008.0,Gent,"{'type': 'Point', 'coordinates': [3.7316768, 51.044525]}",51.044525,3.7316768,0.0
15905,"{""$oid"": ""52cdef7e4bab8bd67529bbac""}",ReSolutions LLC,consulting,2.0,2008.0,Birmingham,"{'type': 'Point', 'coordinates': [-86.7935892, 33.476946]}",33.476946,-86.7935892,0.0
15906,"{""$oid"": ""52cdef7e4bab8bd67529bbad""}",Cognidox,enterprise,3.0,2008.0,Cambridge,,Invalid lat long,Invalid lat long,0.0
15907,"{""$oid"": ""52cdef7e4bab8bd67529bbaa""}",Audinate,network_hosting,,,Ultimo,"{'type': 'Point', 'coordinates': [151.1968839, -33.8810954]}",-33.8810954,151.1968839,7710.0
15907,"{""$oid"": ""52cdef7e4bab8bd67529bbaa""}",Audinate,network_hosting,,,Portland,"{'type': 'Point', 'coordinates': [-122.710253, 45.531379]}",45.531379,-122.710253,7710.0
15908,"{""$oid"": ""52cdef7e4bab8bd67529bbae""}",Open Travel,web,10.0,2009.0,NoCity,,Invalid lat long,Invalid lat long,0.0
15909,"{""$oid"": ""52cdef7e4bab8bd67529bbaf""}",UiDIGITAL,consulting,12.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15910,"{""$oid"": ""52cdef7e4bab8bd67529bbb0""}",Social Collective,web,3.0,2009.0,Arlington,"{'type': 'Point', 'coordinates': [-77.089398, 38.881717]}",38.881717,-77.089398,20.0
15911,"{""$oid"": ""52cdef7e4bab8bd67529bbb1""}",Performics,advertising,,,Chicago,"{'type': 'Point', 'coordinates': [-87.632519, 41.889183]}",41.889183,-87.632519,0.0
15912,"{""$oid"": ""52cdef7e4bab8bd67529bbb2""}",Village Voice Media,public_relations,,1955.0,NoCity,,Invalid lat long,Invalid lat long,0.0
15913,"{""$oid"": ""52cdef7e4bab8bd67529bbb5""}",No Competitors,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15914,"{""$oid"": ""52cdef7e4bab8bd67529bbb4""}",Foonz,mobile,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15915,"{""$oid"": ""52cdef7e4bab8bd67529bbb6""}",Lets Meet TV Show,other,1.0,1989.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15916,"{""$oid"": ""52cdef7e4bab8bd67529bbb8""}",Taiwan Sugar Corporation,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15917,"{""$oid"": ""52cdef7e4bab8bd67529bbb7""}",Taipan Publishing Group,web,100.0,2007.0,Baltimore,"{'type': 'Point', 'coordinates': [-76.616747, 39.298734]}",39.298734,-76.616747,0.0
15918,"{""$oid"": ""52cdef7e4bab8bd67529bbb9""}",Corepoint Health,software,50.0,1997.0,Frisco,"{'type': 'Point', 'coordinates': [-96.80499, 33.0607644]}",33.0607644,-96.80499,0.0
